user_id,app_name,category,screen_time_min,launches,interactions,is_productive
1083,WhatsApp,Social,20.94,3.0,6.0,False
1055,Slack,Productivity,22.81,2.0,6.0,True
1027,YouTube,Entertainment,3.36,2.0,5.0,False
1012,Camera,Utilities,36.4,3.0,6.0,False
1054,TikTok,Entertainment,2.11,2.0,2.0,False
1021,Google Maps,Utilities,21.12,2.0,3.0,False
1036,Spotify,Entertainment,29.910392617449666,2.0,10.0,False
1085,TikTok,Entertainment,13.1,1.0,5.0,False
1017,Chrome,Utilities,110.96,1.0,3.0,False
1000,WhatsApp,Social,13.04,2.0,6.0,False
1032,WhatsApp,Social,17.62,2.0,2.0,False
1016,YouTube,Entertainment,22.13,1.0,9.0,False
1035,TikTok,Entertainment,11.08,4.0,9.0,False
1059,Netflix,Entertainment,7.0,5.0,10.0,False
1031,Chrome,Utilities,12.12,5.0,5.0,False
1076,Gmail,Utilities,3.34,2.0,3.0,False
1069,WhatsApp,Social,30.81,1.0,9.0,False
1013,Snapchat,Social,0.64,2.0,7.0,False
1080,Camera,Utilities,3.68,2.0,5.0,False
1054,Microsoft Teams,Productivity,38.0,2.0,5.0,True
1088,Evernote,Productivity,0.98,1.0,3.0,True
1035,Snapchat,Social,10.6,5.0,3.0,False
1062,Facebook,Social,43.85,1.0,3.0,False
1019,Netflix,Entertainment,32.99,2.0,4.0,False
1099,Netflix,Entertainment,12.09,0.0,6.0,False
1043,Chrome,Utilities,33.17,3.0,5.0,False
1086,Snapchat,Social,21.21,2.0,6.0,False
1058,Twitter,Social,29.910392617449666,1.0,5.0,False
1090,Chrome,Utilities,27.75,1.0,4.0,False
1030,Snapchat,Social,17.89,3.0,9.0,False
1050,Facebook,Social,8.14,4.0,10.0,False
1054,Chrome,Utilities,10.18,3.0,5.0,False
1001,WhatsApp,Social,36.72,5.0,5.0,False
1021,Evernote,Productivity,68.02,3.0,5.0,True
1039,WhatsApp,Social,8.91,2.0,3.0,False
1001,WhatsApp,Social,3.9,3.0,3.0,False
1076,Instagram,Social,29.910392617449666,0.0,5.0,False
1037,WhatsApp,Social,41.27,1.0,7.0,False
1069,WhatsApp,Social,39.72,2.0,12.0,False
1032,Instagram,Social,2.6,4.0,5.0,False
1068,Twitch,Entertainment,53.45,3.0,6.0,False
1085,TikTok,Entertainment,7.01,2.0,4.0,False
1029,Weather,Utilities,43.36,2.0,6.0,False
1043,Twitch,Entertainment,30.3,1.0,4.0,False
1011,Chrome,Utilities,4.03,0.0,8.0,False
1007,Weather,Utilities,37.65,3.0,4.0,False
1036,Google Maps,Utilities,13.83,3.0,6.0,False
1049,TikTok,Entertainment,9.84,2.0,12.0,False
1046,Spotify,Entertainment,30.23,2.0,4.0,False
1096,Weather,Utilities,20.25,2.0,4.0,False
1004,Snapchat,Social,53.19,5.0,4.0,False
1003,Camera,Utilities,21.09,4.0,3.0,False
1016,Netflix,Entertainment,34.43,2.0,8.0,False
1046,Facebook,Social,1.81,2.0,7.0,False
1031,Microsoft Teams,Productivity,23.94,3.0,3.0,True
1086,WhatsApp,Social,5.5,0.0,12.0,False
1042,Weather,Utilities,3.66,4.0,3.0,False
1096,Instagram,Social,29.910392617449666,1.0,4.0,False
1071,Twitch,Entertainment,1.06,1.0,5.0,False
1023,Google Maps,Utilities,45.77,2.0,2.0,False
1044,Twitter,Social,29.9,0.0,6.0,False
1076,Gmail,Utilities,59.13,0.0,3.0,False
1020,Weather,Utilities,4.85,1.0,5.0,False
1047,Camera,Utilities,20.25,2.0,5.0,False
1005,Google Maps,Utilities,38.76,1.0,4.0,False
1055,Twitter,Social,102.75,2.0,3.0,False
1095,Camera,Utilities,73.66,1.0,3.0,False
1034,Google Maps,Utilities,45.09,1.0,6.0,False
1084,Slack,Productivity,31.55,4.0,9.0,True
1001,Snapchat,Social,29.910392617449666,1.0,5.0,False
1018,Google Docs,Productivity,21.91,5.0,5.0,True
1079,Snapchat,Social,17.06,0.0,4.0,False
1071,TikTok,Entertainment,33.67,1.0,7.0,False
1022,Notion,Productivity,5.75,4.0,9.0,True
1078,Google Docs,Productivity,3.32,0.0,5.0,True
1021,Google Docs,Productivity,9.39,3.0,4.0,True
1095,Twitch,Entertainment,18.12,0.0,3.0,False
1019,Notion,Productivity,2.91,5.0,4.0,True
1022,Snapchat,Social,16.11,1.0,5.0,False
1071,Weather,Utilities,20.22,1.0,4.0,False
1023,Evernote,Productivity,24.14,3.0,4.0,True
1034,Google Maps,Utilities,0.67,0.0,3.0,False
1020,YouTube,Entertainment,37.65,0.0,5.0,False
1017,Microsoft Teams,Productivity,24.88,0.0,8.0,True
1077,Facebook,Social,25.82,2.0,2.0,False
1068,Microsoft Teams,Productivity,3.5,4.0,5.0,True
1090,Google Maps,Utilities,55.3,1.0,5.0,False
1029,Gmail,Utilities,28.41,1.0,6.0,False
1057,Microsoft Teams,Productivity,13.93,3.0,6.0,True
1007,Spotify,Entertainment,14.09,2.0,4.0,False
1069,Camera,Utilities,2.2,4.0,5.0,False
1091,Facebook,Social,47.31,1.0,8.0,False
1072,Camera,Utilities,6.15,3.0,7.0,False
1054,Spotify,Entertainment,4.7,2.0,4.0,False
1081,Slack,Productivity,61.13,1.0,3.0,True
1095,Evernote,Productivity,15.05,3.0,6.0,True
1073,Chrome,Utilities,39.93,1.0,9.0,False
1001,Slack,Productivity,4.18,0.0,6.0,True
1025,Spotify,Entertainment,25.36,1.0,3.0,False
1067,YouTube,Entertainment,29.910392617449666,3.0,4.0,False
1099,Twitch,Entertainment,8.92,3.0,2.0,False
1029,Evernote,Productivity,9.01,2.0,4.0,True
1023,Twitch,Entertainment,14.9,4.0,7.0,False
1005,WhatsApp,Social,19.98,3.0,3.0,False
1045,Notion,Productivity,12.25,0.0,3.0,True
1037,Netflix,Entertainment,36.94,3.0,4.0,False
1007,Weather,Utilities,22.17,5.0,5.0,False
1029,Netflix,Entertainment,24.13,1.0,5.0,False
1026,Camera,Utilities,5.21,3.0,7.0,False
1009,Spotify,Entertainment,12.18,1.0,5.0,False
1021,Chrome,Utilities,2.42,2.0,3.0,False
1076,Twitch,Entertainment,19.55,3.0,8.0,False
1005,Microsoft Teams,Productivity,67.2,1.0,3.0,True
1050,Google Maps,Utilities,63.36,3.0,3.0,False
1065,Camera,Utilities,93.37,3.0,4.0,False
1098,WhatsApp,Social,36.46,2.0,5.0,False
1047,Weather,Utilities,20.34,1.0,5.0,False
1066,Weather,Utilities,60.67,1.0,5.0,False
1090,Chrome,Utilities,22.23,0.0,4.0,False
1073,Facebook,Social,11.81,2.0,1.0,False
1000,WhatsApp,Social,90.65,1.0,2.0,False
1045,Facebook,Social,12.73,2.0,5.0,False
1033,Google Docs,Productivity,0.6,3.0,6.0,True
1050,Chrome,Utilities,29.910392617449666,2.0,2.0,False
1079,Netflix,Entertainment,19.16,1.0,5.0,False
1023,Evernote,Productivity,29.16,1.0,5.0,True
1023,YouTube,Entertainment,23.92,1.0,3.0,False
1053,Weather,Utilities,6.34,6.0,5.0,False
1018,TikTok,Entertainment,98.93,2.0,9.0,False
1079,Twitter,Social,61.78,1.0,7.0,False
1042,Netflix,Entertainment,10.34,0.0,4.0,False
1009,Facebook,Social,168.18,1.0,7.0,False
1008,Slack,Productivity,15.97,3.0,9.0,True
1026,Evernote,Productivity,7.09,2.0,3.0,True
1021,Facebook,Social,12.26,2.0,1.0,False
1056,Microsoft Teams,Productivity,11.29,0.0,3.0,True
1027,Gmail,Utilities,1.91,2.0,7.0,False
1062,Gmail,Utilities,10.48,0.0,3.0,False
1038,Spotify,Entertainment,8.72,1.0,6.0,False
1060,Snapchat,Social,41.16,0.0,9.0,False
1039,WhatsApp,Social,9.11,2.0,5.0,False
1025,Camera,Utilities,1.87,2.0,5.0,False
1097,Snapchat,Social,60.32,0.0,5.0,False
1094,Snapchat,Social,18.48,1.0,5.0,False
1067,WhatsApp,Social,102.61,1.0,10.0,False
1098,Weather,Utilities,8.23,0.0,2.0,False
1006,WhatsApp,Social,11.89,2.0,6.0,False
1096,Camera,Utilities,45.32,2.0,3.0,False
1094,Instagram,Social,20.68,4.0,4.0,False
1033,Spotify,Entertainment,9.74,1.0,3.0,False
1060,Weather,Utilities,93.67,4.0,4.0,False
1015,Netflix,Entertainment,11.26,4.0,2.0,False
1027,Netflix,Entertainment,140.76,4.0,7.0,False
1053,Camera,Utilities,29.910392617449666,3.0,4.0,False
1044,Slack,Productivity,10.63,2.0,7.0,True
1009,Twitter,Social,37.12,0.0,9.0,False
1002,Chrome,Utilities,55.94,1.0,5.0,False
1028,Slack,Productivity,34.89,0.0,5.0,True
1051,Google Docs,Productivity,46.1,1.0,1.0,True
1005,Instagram,Social,23.57,4.0,5.0,False
1000,WhatsApp,Social,1.76,2.0,4.0,False
1067,Chrome,Utilities,0.4,5.0,5.0,False
1066,Slack,Productivity,24.03,3.0,6.0,True
1036,Microsoft Teams,Productivity,70.21,5.0,8.0,True
1037,Google Maps,Utilities,20.23,3.0,6.0,False
1038,YouTube,Entertainment,104.09,2.0,7.0,False
1054,Spotify,Entertainment,25.38,5.0,6.0,False
1006,Weather,Utilities,98.38,3.0,5.0,False
1034,Weather,Utilities,14.03,1.0,8.0,False
1067,WhatsApp,Social,115.62,0.0,5.0,False
1010,Google Docs,Productivity,18.83,0.0,3.0,True
1028,Slack,Productivity,4.67,1.0,4.0,True
1091,Twitch,Entertainment,0.73,2.0,5.0,False
1037,Camera,Utilities,84.58,2.0,6.0,False
1046,Facebook,Social,13.48,2.0,3.0,False
1065,Google Docs,Productivity,26.59,1.0,8.0,True
1016,Twitch,Entertainment,19.05,0.0,6.0,False
1016,Microsoft Teams,Productivity,24.89,2.0,4.0,True
1061,WhatsApp,Social,64.9,2.0,5.0,False
1035,Instagram,Social,29.11,1.0,6.0,False
1080,Microsoft Teams,Productivity,12.71,2.0,3.0,True
1080,Google Docs,Productivity,13.14,1.0,4.0,True
1036,Google Docs,Productivity,15.77,1.0,3.0,True
1048,Weather,Utilities,28.27,1.0,7.0,False
1038,Evernote,Productivity,86.53,2.0,5.0,True
1006,Google Docs,Productivity,10.97,2.0,7.0,True
1009,Microsoft Teams,Productivity,1.37,4.0,5.0,True
1099,Spotify,Entertainment,26.75,4.0,4.0,False
1073,Weather,Utilities,33.81,2.0,4.0,False
1021,Twitter,Social,40.08,3.0,7.0,False
1009,Snapchat,Social,3.75,0.0,4.0,False
1034,Gmail,Utilities,1.94,2.0,3.0,False
1022,Twitter,Social,36.58,1.0,3.0,False
1035,Google Docs,Productivity,15.2,1.0,3.0,True
1084,Slack,Productivity,23.53,6.0,5.0,True
1073,Google Maps,Utilities,50.97,1.0,7.0,False
1085,Gmail,Utilities,133.09,1.0,5.0,False
1080,Twitter,Social,18.63,4.0,3.0,False
1008,Google Maps,Utilities,10.45,2.0,5.0,False
1073,Snapchat,Social,46.14,1.0,8.0,False
1093,Microsoft Teams,Productivity,21.48,2.0,6.0,True
1075,Twitter,Social,35.75,3.0,9.0,False
1024,Camera,Utilities,45.54,1.0,5.0,False
1100,WhatsApp,Social,88.65,2.0,6.0,False
1051,Gmail,Utilities,15.36,0.0,4.0,False
1007,Weather,Utilities,17.22,3.0,5.0,False
1090,Gmail,Utilities,6.9,0.0,8.0,False
1064,Netflix,Entertainment,6.53,0.0,10.0,False
1001,Microsoft Teams,Productivity,40.75,2.0,3.0,True
1099,Gmail,Utilities,86.93,2.0,5.0,False
1088,Snapchat,Social,65.85,1.0,8.0,False
1091,Camera,Utilities,39.69,3.0,6.0,False
1005,Google Docs,Productivity,70.22,4.0,3.0,True
1036,WhatsApp,Social,20.34,2.0,4.0,False
1097,Weather,Utilities,12.75,2.0,6.0,False
1021,Snapchat,Social,10.58,2.0,8.0,False
1090,Twitch,Entertainment,2.61,5.0,5.0,False
1081,Facebook,Social,21.22,1.0,7.0,False
1099,Gmail,Utilities,7.25,4.0,8.0,False
1056,Google Docs,Productivity,21.36,2.0,3.0,True
1032,Google Docs,Productivity,32.69,1.0,5.0,True
1063,Notion,Productivity,4.3,1.0,5.0,True
1091,Slack,Productivity,10.17,2.0,4.0,True
1059,Facebook,Social,11.35,2.0,2.0,False
1026,Google Maps,Utilities,11.11,2.0,3.0,False
1015,YouTube,Entertainment,71.7,1.0,4.0,False
1076,YouTube,Entertainment,0.64,2.0,7.0,False
1092,Slack,Productivity,23.31,2.0,7.0,True
1014,Microsoft Teams,Productivity,15.22,2.0,4.0,True
1078,Instagram,Social,24.1,2.0,3.0,False
1100,Gmail,Utilities,31.75,1.0,9.0,False
1077,Google Maps,Utilities,21.66,2.0,4.0,False
1012,Snapchat,Social,37.59,2.0,5.0,False
1079,Netflix,Entertainment,3.23,2.0,2.0,False
1056,Google Maps,Utilities,21.67,1.0,6.0,False
1014,Instagram,Social,5.92,4.0,8.0,False
1044,Chrome,Utilities,18.79,3.0,3.0,False
1015,Facebook,Social,8.31,0.0,3.0,False
1066,Gmail,Utilities,54.89,1.0,4.0,False
1023,Evernote,Productivity,24.51,3.0,7.0,True
1079,Twitch,Entertainment,4.19,1.0,3.0,False
1022,Instagram,Social,16.68,2.0,1.0,False
1060,TikTok,Entertainment,1.11,2.0,4.0,False
1056,Google Docs,Productivity,76.96,2.0,2.0,True
1086,Instagram,Social,15.6,2.0,8.0,False
1006,Gmail,Utilities,44.21,2.0,7.0,False
1042,Instagram,Social,29.46,3.0,8.0,False
1066,Twitter,Social,6.08,1.0,8.0,False
1005,Evernote,Productivity,50.26,0.0,7.0,True
1015,Twitter,Social,63.15,0.0,4.0,False
1042,Notion,Productivity,54.07,3.0,2.0,True
1011,WhatsApp,Social,38.14,2.0,3.0,False
1008,Gmail,Utilities,1.98,3.0,2.0,False
1073,Notion,Productivity,3.77,1.0,4.0,True
1065,Microsoft Teams,Productivity,46.15,2.0,5.0,True
1041,Evernote,Productivity,2.65,1.0,5.0,True
1055,YouTube,Entertainment,12.8,2.0,8.0,False
1002,Microsoft Teams,Productivity,34.7,0.0,2.0,True
1003,Spotify,Entertainment,3.36,1.0,3.0,False
1068,YouTube,Entertainment,14.13,0.0,1.0,False
1012,Evernote,Productivity,31.68,1.0,4.0,True
1078,Twitter,Social,88.39,1.0,3.0,False
1034,Netflix,Entertainment,8.26,5.0,11.0,False
1013,WhatsApp,Social,84.42,1.0,6.0,False
1094,Facebook,Social,6.95,2.0,4.0,False
1005,Spotify,Entertainment,61.47,1.0,1.0,False
1044,YouTube,Entertainment,73.77,4.0,4.0,False
1047,Twitter,Social,5.37,2.0,4.0,False
1027,Facebook,Social,48.78,3.0,5.0,False
1021,Google Docs,Productivity,10.84,1.0,5.0,True
1039,TikTok,Entertainment,11.76,1.0,3.0,False
1096,Evernote,Productivity,26.86,3.0,5.0,True
1044,Camera,Utilities,67.35,2.0,8.0,False
1099,Facebook,Social,64.89,1.0,3.0,False
1073,Notion,Productivity,5.37,2.0,3.0,True
1085,Snapchat,Social,9.01,0.0,4.0,False
1014,Instagram,Social,134.82,1.0,5.0,False
1006,Twitch,Entertainment,28.89,1.0,11.0,False
1094,Twitter,Social,18.55,3.0,10.0,False
1013,Evernote,Productivity,117.82,2.0,8.0,True
1001,Evernote,Productivity,95.04,2.0,8.0,True
1022,Facebook,Social,124.84,4.0,4.0,False
1007,Weather,Utilities,4.64,2.0,5.0,False
1038,Netflix,Entertainment,141.37,2.0,5.0,False
1014,Twitter,Social,20.02,2.0,1.0,False
1044,Facebook,Social,2.81,2.0,8.0,False
1005,Netflix,Entertainment,38.99,3.0,5.0,False
1029,Instagram,Social,20.53,1.0,4.0,False
1013,TikTok,Entertainment,9.98,2.0,4.0,False
1014,Netflix,Entertainment,26.57,2.0,5.0,False
1016,Google Docs,Productivity,1.18,2.0,6.0,True
1022,Google Docs,Productivity,31.58,3.0,2.0,True
1087,Microsoft Teams,Productivity,31.47,4.0,3.0,True
1047,Google Docs,Productivity,26.74,2.0,5.0,True
1048,Weather,Utilities,4.08,0.0,5.0,False
1047,Twitch,Entertainment,30.22,2.0,2.0,False
1004,Snapchat,Social,15.95,3.0,2.0,False
1053,Gmail,Utilities,23.67,2.0,8.0,False
1053,Slack,Productivity,27.23,0.0,4.0,True
1072,Netflix,Entertainment,11.42,1.0,8.0,False
1034,Snapchat,Social,21.78,1.0,9.0,False
1038,Notion,Productivity,33.2,2.0,6.0,True
1088,Twitch,Entertainment,4.51,2.0,1.0,False
1086,Twitch,Entertainment,38.31,2.0,2.0,False
1074,Google Maps,Utilities,53.35,2.0,3.0,False
1097,Google Docs,Productivity,48.4,1.0,5.0,True
1053,Facebook,Social,35.4,1.0,4.0,False
1012,Twitch,Entertainment,28.18,1.0,3.0,False
1014,Netflix,Entertainment,5.83,2.0,1.0,False
1046,YouTube,Entertainment,5.94,1.0,8.0,False
1086,Gmail,Utilities,108.1,1.0,5.0,False
1079,TikTok,Entertainment,10.89,1.0,7.0,False
1081,TikTok,Entertainment,27.09,4.0,3.0,False
1096,Evernote,Productivity,71.26,7.0,6.0,True
1058,Google Maps,Utilities,10.77,4.0,5.0,False
1036,Google Maps,Utilities,7.73,5.0,4.0,False
1059,Notion,Productivity,30.16,1.0,2.0,True
1026,Google Docs,Productivity,17.74,2.0,5.0,True
1000,Weather,Utilities,15.95,2.0,3.0,False
1072,Twitter,Social,2.96,3.0,7.0,False
1021,Slack,Productivity,55.61,1.0,3.0,True
1021,Snapchat,Social,56.89,2.0,1.0,False
1050,Gmail,Utilities,105.96,0.0,8.0,False
1058,Chrome,Utilities,103.32,3.0,5.0,False
1011,Facebook,Social,9.2,4.0,4.0,False
1025,TikTok,Entertainment,82.22,2.0,5.0,False
1047,Twitch,Entertainment,1.03,0.0,4.0,False
1033,Google Maps,Utilities,10.53,2.0,1.0,False
1058,Facebook,Social,6.24,0.0,5.0,False
1039,Gmail,Utilities,24.86,2.0,11.0,False
1077,Netflix,Entertainment,35.91,2.0,2.0,False
1017,Evernote,Productivity,2.65,0.0,11.0,True
1029,Google Docs,Productivity,0.01,5.0,8.0,True
1083,Spotify,Entertainment,49.95,4.0,6.0,False
1082,WhatsApp,Social,14.68,3.0,6.0,False
1049,Microsoft Teams,Productivity,13.56,2.0,2.0,True
1057,Chrome,Utilities,22.7,2.0,8.0,False
1053,Camera,Utilities,27.9,0.0,3.0,False
1092,Gmail,Utilities,5.56,3.0,7.0,False
1098,Gmail,Utilities,31.11,4.0,4.0,False
1032,Weather,Utilities,18.92,2.0,6.0,False
1087,Netflix,Entertainment,23.33,1.0,0.0,False
1000,Notion,Productivity,2.78,2.0,2.0,True
1053,Notion,Productivity,24.17,1.0,2.0,True
1037,Evernote,Productivity,35.93,2.0,4.0,True
1097,Gmail,Utilities,26.13,2.0,8.0,False
1033,Twitch,Entertainment,37.71,3.0,5.0,False
1055,Google Docs,Productivity,4.37,3.0,5.0,True
1096,Chrome,Utilities,64.23,3.0,5.0,False
1097,Facebook,Social,39.25,4.0,1.0,False
1003,Twitch,Entertainment,9.62,4.0,8.0,False
1001,WhatsApp,Social,90.06,1.0,9.0,False
1007,Camera,Utilities,8.73,4.0,4.0,False
1073,Twitter,Social,6.19,1.0,8.0,False
1048,Instagram,Social,25.58,1.0,5.0,False
1094,Microsoft Teams,Productivity,40.94,4.0,4.0,True
1046,Netflix,Entertainment,11.19,3.0,7.0,False
1091,Gmail,Utilities,9.75,3.0,2.0,False
1043,Netflix,Entertainment,29.910392617449666,2.0,6.0,False
1092,YouTube,Entertainment,36.27,2.0,6.0,False
1003,Spotify,Entertainment,17.71,2.0,3.0,False
1032,Notion,Productivity,82.34,2.0,4.0,True
1033,Facebook,Social,10.76,3.0,5.0,False
1066,Twitch,Entertainment,0.65,0.0,4.0,False
1007,Spotify,Entertainment,23.68,3.0,6.0,False
1062,YouTube,Entertainment,22.1,2.0,4.0,False
1049,Google Maps,Utilities,53.4,4.0,4.0,False
1005,Evernote,Productivity,29.910392617449666,5.0,4.0,True
1056,Slack,Productivity,9.17,4.0,3.0,True
1075,Twitch,Entertainment,26.17,4.0,4.0,False
1005,Spotify,Entertainment,20.31,0.0,3.0,False
1078,Facebook,Social,5.27,3.0,6.0,False
1067,Google Docs,Productivity,42.76,2.0,2.0,True
1057,Gmail,Utilities,0.05,0.0,3.0,False
1080,Twitch,Entertainment,3.79,3.0,4.0,False
1084,Slack,Productivity,1.79,2.0,5.0,True
1082,Gmail,Utilities,2.05,3.0,6.0,False
1086,Weather,Utilities,12.82,2.0,9.0,False
1046,Spotify,Entertainment,64.69,3.0,8.0,False
1096,Netflix,Entertainment,3.35,2.0,1.0,False
1085,Google Docs,Productivity,16.11,3.0,3.0,True
1009,WhatsApp,Social,26.57,2.0,2.0,False
1024,Chrome,Utilities,29.42,4.0,5.0,False
1062,Notion,Productivity,46.87,1.0,1.0,True
1008,WhatsApp,Social,11.81,2.0,4.0,False
1009,Instagram,Social,32.82,1.0,3.0,False
1015,WhatsApp,Social,24.92,1.0,7.0,False
1084,YouTube,Entertainment,43.53,2.0,3.0,False
1040,Snapchat,Social,142.66,3.0,4.0,False
1083,Microsoft Teams,Productivity,29.910392617449666,1.0,6.0,True
1073,Twitch,Entertainment,48.71,1.0,7.0,False
1053,Camera,Utilities,1.08,0.0,5.0,False
1066,Chrome,Utilities,5.01,4.0,4.0,False
1082,Evernote,Productivity,12.65,4.0,5.0,True
1006,Evernote,Productivity,6.01,0.0,3.0,True
1004,Weather,Utilities,5.45,3.0,10.0,False
1077,YouTube,Entertainment,16.76,5.0,5.0,False
1093,WhatsApp,Social,95.03,3.0,3.0,False
1083,WhatsApp,Social,24.16,0.0,2.0,False
1038,Camera,Utilities,8.75,2.0,6.0,False
1066,Twitch,Entertainment,13.16,1.0,2.0,False
1030,Spotify,Entertainment,38.47,2.0,4.0,False
1064,Spotify,Entertainment,6.27,4.0,4.0,False
1089,Microsoft Teams,Productivity,17.71,5.0,2.0,True
1021,Camera,Utilities,2.45,2.0,5.0,False
1056,Notion,Productivity,54.48,1.0,5.0,True
1007,Twitch,Entertainment,56.26,4.0,3.0,False
1066,Netflix,Entertainment,17.37,2.0,7.0,False
1080,TikTok,Entertainment,27.93,3.0,3.0,False
1064,Notion,Productivity,15.56,3.0,6.0,True
1092,Instagram,Social,4.36,4.0,7.0,False
1045,Snapchat,Social,9.66,1.0,2.0,False
1025,Notion,Productivity,50.6,2.0,8.0,True
1093,Facebook,Social,26.4,2.0,2.0,False
1094,WhatsApp,Social,11.63,0.0,4.0,False
1028,Notion,Productivity,4.88,1.0,7.0,True
1082,Google Maps,Utilities,22.22,5.0,5.0,False
1003,Google Maps,Utilities,75.98,3.0,7.0,False
1037,YouTube,Entertainment,4.27,2.0,2.0,False
1006,Twitch,Entertainment,4.66,2.0,2.0,False
1061,Netflix,Entertainment,39.33,2.0,7.0,False
1070,Evernote,Productivity,34.01,1.0,6.0,True
1006,Weather,Utilities,15.37,3.0,4.0,False
1035,Facebook,Social,48.28,4.0,6.0,False
1077,Facebook,Social,25.72,5.0,3.0,False
1068,Evernote,Productivity,5.77,2.0,3.0,True
1092,WhatsApp,Social,7.23,0.0,4.0,False
1011,Facebook,Social,21.11,4.0,8.0,False
1039,Google Maps,Utilities,6.58,5.0,4.0,False
1062,Gmail,Utilities,37.61,1.0,5.0,False
1049,Spotify,Entertainment,29.17,2.0,6.0,False
1093,Facebook,Social,31.42,5.0,3.0,False
1078,Snapchat,Social,8.08,2.0,1.0,False
1022,Twitter,Social,10.66,1.0,4.0,False
1060,YouTube,Entertainment,80.49,1.0,4.0,False
1051,Snapchat,Social,25.18,2.0,6.0,False
1054,Facebook,Social,17.79,1.0,6.0,False
1036,Weather,Utilities,78.64,4.0,6.0,False
1012,Chrome,Utilities,1.36,1.0,5.0,False
1049,Spotify,Entertainment,17.61,3.0,5.0,False
1044,Spotify,Entertainment,11.81,2.0,4.0,False
1055,Camera,Utilities,0.04,3.0,4.0,False
1074,Facebook,Social,46.7,3.0,3.0,False
1032,Notion,Productivity,6.6,2.0,5.0,True
1042,Twitter,Social,51.78,1.0,4.0,False
1075,Slack,Productivity,30.97,3.0,4.0,True
1084,Google Docs,Productivity,5.73,1.0,4.0,True
1023,Instagram,Social,14.96,0.0,3.0,False
1056,Notion,Productivity,23.55,2.0,2.0,True
1046,Slack,Productivity,79.75,3.0,3.0,True
1085,Microsoft Teams,Productivity,34.16,2.0,5.0,True
1049,Microsoft Teams,Productivity,11.48,5.0,5.0,True
1089,Netflix,Entertainment,14.09,4.0,2.0,False
1086,Instagram,Social,41.29,5.0,6.0,False
1096,Twitter,Social,86.34,5.0,5.0,False
1073,Facebook,Social,18.54,1.0,2.0,False
1060,WhatsApp,Social,136.67,3.0,6.0,False
1086,Google Maps,Utilities,23.38,0.0,2.0,False
1045,Chrome,Utilities,21.12,0.0,4.0,False
1023,Chrome,Utilities,14.79,0.0,6.0,False
1036,YouTube,Entertainment,10.04,0.0,0.0,False
1034,WhatsApp,Social,19.08,3.0,5.0,False
1056,Facebook,Social,29.71,3.0,10.0,False
1050,Snapchat,Social,46.68,0.0,6.0,False
1021,Facebook,Social,62.49,1.0,4.0,False
1048,Snapchat,Social,44.88,2.0,6.0,False
1020,Camera,Utilities,9.82,2.0,1.0,False
1067,Netflix,Entertainment,44.47,2.0,3.0,False
1100,Google Docs,Productivity,10.41,2.0,5.0,True
1050,WhatsApp,Social,3.36,2.0,7.0,False
1012,Evernote,Productivity,0.75,1.0,4.0,True
1041,Slack,Productivity,48.91,2.0,4.0,True
1078,Chrome,Utilities,4.52,2.0,9.0,False
1096,WhatsApp,Social,4.24,2.0,0.0,False
1040,Twitch,Entertainment,27.28,1.0,6.0,False
1048,Evernote,Productivity,21.37,2.0,3.0,True
1035,Facebook,Social,49.03,1.0,6.0,False
1032,Microsoft Teams,Productivity,9.5,1.0,4.0,True
