user_id,date,app_name,category,screen_time_min,launches,interactions,is_productive,youtube_views,youtube_likes,youtube_comments
1007,59:15.6,Weather,Utilities,37.65,3,4,FALSE,,,
1036,42:57.3,Google Maps,Utilities,13.83,3,6,FALSE,,,
1049,26:38.9,TikTok,Entertainment,9.84,2,12,FALSE,,,
1046,10:20.6,Spotify,Entertainment,30.23,2,4,FALSE,,,
1096,54:02.3,Weather,Utilities,20.25,2,4,FALSE,,,
1004,37:43.9,Snapchat,Social,53.19,5,4,FALSE,,,
1003,21:25.6,Camera,Utilities,21.09,4,3,FALSE,,,
1016,05:07.3,Netflix,Entertainment,34.43,2,8,FALSE,,,
1046,48:48.9,Facebook,Social,1.81,2,7,FALSE,,,
1031,32:30.7,Microsoft Teams,Productivity,23.94,3,3,TRUE,,,
1086,16:12.3,WhatsApp,Social,5.5,0,12,FALSE,,,
1042,59:53.9,Weather,Utilities,3.66,4,3,FALSE,,,
1096,43:35.7,Instagram,Social,,1,4,FALSE,,,
1071,27:17.3,Twitch,Entertainment,1.06,1,5,FALSE,,,
1023,10:59.0,Google Maps,Utilities,45.77,2,2,FALSE,,,
1044,54:40.7,Twitter,Social,29.9,0,6,FALSE,,,
1076,38:22.4,Gmail,Utilities,59.13,0,3,FALSE,,,
1020,22:04.0,Weather,Utilities,4.85,1,5,FALSE,,,
1047,05:45.7,Camera,Utilities,20.25,2,5,FALSE,,,
1005,49:27.4,Google Maps,Utilities,38.76,1,4,FALSE,,,
1055,33:09.1,Twitter,Social,102.75,2,3,FALSE,,,
1095,16:50.7,Camera,Utilities,73.66,1,3,FALSE,,,
1034,00:32.4,Google Maps,Utilities,45.09,1,6,FALSE,,,
1084,44:14.1,Slack,Productivity,31.55,4,9,TRUE,,,
1001,27:55.8,Snapchat,Social,,1,5,FALSE,,,
1018,11:37.4,Google Docs,Productivity,21.91,5,5,TRUE,,,
1079,55:19.1,Snapchat,Social,17.06,0,4,FALSE,,,
1071,39:00.8,TikTok,Entertainment,33.67,1,7,FALSE,,,
1022,22:42.5,Notion,Productivity,5.75,4,9,TRUE,,,
1078,06:24.1,Google Docs,Productivity,3.32,0,5,TRUE,,,
1021,50:05.8,Google Docs,Productivity,9.39,3,4,TRUE,,,
1095,33:47.5,Twitch,Entertainment,18.12,0,3,FALSE,,,
1019,17:29.2,Notion,Productivity,2.91,5,4,TRUE,,,
1022,01:10.8,Snapchat,Social,16.11,1,5,FALSE,,,
1071,44:52.5,Weather,Utilities,20.22,1,4,FALSE,,,
1023,28:34.2,Evernote,Productivity,24.14,3,4,TRUE,,,
1034,12:15.8,Google Maps,Utilities,0.67,0,3,FALSE,,,
1020,55:57.5,YouTube,Entertainment,37.65,0,5,FALSE,494839,30195,7279
1017,39:39.2,Microsoft Teams,Productivity,24.88,0,8,TRUE,,,
1077,23:20.9,Facebook,Social,25.82,2,2,FALSE,,,
1068,07:02.5,Microsoft Teams,Productivity,3.5,4,5,TRUE,,,
1090,50:44.2,Google Maps,Utilities,55.3,1,5,FALSE,,,
1029,34:25.9,Gmail,Utilities,28.41,1,6,FALSE,,,
1057,18:07.6,Microsoft Teams,Productivity,13.93,3,6,TRUE,,,
1007,01:49.2,Spotify,Entertainment,14.09,2,4,FALSE,,,
1069,45:30.9,Camera,Utilities,2.2,4,5,FALSE,,,
1091,29:12.6,Facebook,Social,47.31,1,8,FALSE,,,
1072,12:54.3,Camera,Utilities,6.15,3,7,FALSE,,,
1054,56:35.9,Spotify,Entertainment,4.7,2,4,FALSE,,,
1081,40:17.6,Slack,Productivity,61.13,1,3,TRUE,,,
1095,23:59.3,Evernote,Productivity,15.05,3,6,TRUE,,,
1073,07:40.9,Chrome,Utilities,39.93,1,9,FALSE,,,
1001,51:22.6,Slack,Productivity,4.18,0,6,TRUE,,,
1025,35:04.3,Spotify,Entertainment,25.36,1,3,FALSE,,,
1067,18:45.9,YouTube,Entertainment,,3,4,FALSE,34176,1229,368
1099,02:27.6,Twitch,Entertainment,8.92,3,2,FALSE,,,
1029,46:09.3,Evernote,Productivity,9.01,2,4,TRUE,,,
1023,29:50.9,Twitch,Entertainment,14.9,4,7,FALSE,,,
1005,13:32.7,WhatsApp,Social,19.98,3,3,FALSE,,,
1045,57:14.3,Notion,Productivity,12.25,0,3,TRUE,,,
1037,40:56.0,Netflix,Entertainment,36.94,3,4,FALSE,,,
1007,24:37.7,Weather,Utilities,22.17,5,5,FALSE,,,
1029,08:19.4,Netflix,Entertainment,24.13,1,5,FALSE,,,
1026,52:01.0,Camera,Utilities,5.21,3,7,FALSE,,,
1009,35:42.7,Spotify,Entertainment,12.18,1,5,FALSE,,,
1021,19:24.4,Chrome,Utilities,2.42,2,3,FALSE,,,
1076,03:06.1,Twitch,Entertainment,19.55,3,8,FALSE,,,
1005,46:47.7,Microsoft Teams,Productivity,67.2,1,3,TRUE,,,
1050,30:29.4,Google Maps,Utilities,63.36,3,3,FALSE,,,
1065,14:11.1,Camera,Utilities,93.37,3,4,FALSE,,,
1098,57:52.8,WhatsApp,Social,36.46,2,5,FALSE,,,
1047,41:34.4,Weather,Utilities,20.34,1,5,FALSE,,,
1066,25:16.1,Weather,Utilities,60.67,1,5,FALSE,,,
1090,08:57.8,Chrome,Utilities,22.23,0,4,FALSE,,,
1073,52:39.5,Facebook,Social,11.81,2,1,FALSE,,,
1000,36:21.1,WhatsApp,Social,90.65,1,2,FALSE,,,
1045,20:02.8,Facebook,Social,12.73,2,5,FALSE,,,
1033,03:44.5,Google Docs,Productivity,0.6,3,6,TRUE,,,
1050,47:26.1,Chrome,Utilities,,2,2,FALSE,,,
1079,31:07.8,Netflix,Entertainment,19.16,1,5,FALSE,,,
1023,14:49.5,Evernote,Productivity,29.16,1,5,TRUE,,,
1023,58:31.2,YouTube,Entertainment,23.92,1,3,FALSE,384180,11989,5843
1053,42:12.8,Weather,Utilities,6.34,6,5,FALSE,,,
1018,25:54.5,TikTok,Entertainment,98.93,2,9,FALSE,,,
1079,09:36.2,Twitter,Social,61.78,1,7,FALSE,,,
1042,53:17.9,Netflix,Entertainment,10.34,0,4,FALSE,,,
1009,36:59.5,Facebook,Social,168.18,1,7,FALSE,,,
1008,20:41.2,Slack,Productivity,15.97,3,9,TRUE,,,
1026,04:22.9,Evernote,Productivity,7.09,2,3,TRUE,,,
1021,48:04.6,Facebook,Social,12.26,,1,FALSE,,,
1056,31:46.2,Microsoft Teams,Productivity,11.29,0,3,TRUE,,,
1027,15:27.9,Gmail,Utilities,1.91,2,7,FALSE,,,
1062,59:09.6,Gmail,Utilities,10.48,0,3,FALSE,,,
1038,42:51.3,Spotify,Entertainment,8.72,1,6,FALSE,,,
1060,26:32.9,Snapchat,Social,41.16,0,9,FALSE,,,
1039,10:14.6,WhatsApp,Social,9.11,2,,FALSE,,,
1025,53:56.3,Camera,Utilities,1.87,2,,FALSE,,,
1097,37:37.9,Snapchat,Social,60.32,0,,FALSE,,,
1094,21:19.6,Snapchat,Social,18.48,1,5,FALSE,,,
1067,05:01.3,WhatsApp,Social,102.61,1,10,FALSE,,,
1098,48:42.9,Weather,Utilities,8.23,0,2,FALSE,,,
1006,32:24.6,WhatsApp,Social,11.89,,6,FALSE,,,
1096,16:06.3,Camera,Utilities,45.32,2,3,FALSE,,,
1094,59:47.9,Instagram,Social,20.68,4,4,FALSE,,,
1033,43:29.7,Spotify,Entertainment,9.74,1,3,FALSE,,,
1060,27:11.3,Weather,Utilities,93.67,4,4,FALSE,,,
1015,10:53.0,Netflix,Entertainment,11.26,4,2,FALSE,,,
1027,54:34.7,Netflix,Entertainment,140.76,4,7,FALSE,,,
1053,38:16.4,Camera,Utilities,,3,4,FALSE,,,
1044,21:58.0,Slack,Productivity,10.63,2,7,TRUE,,,
1009,05:39.7,Twitter,Social,37.12,0,9,FALSE,,,
1002,49:21.4,Chrome,Utilities,55.94,1,5,FALSE,,,
1028,33:03.1,Slack,Productivity,34.89,0,5,TRUE,,,
1051,16:44.7,Google Docs,Productivity,46.1,1,1,TRUE,,,
1005,00:26.4,Instagram,Social,23.57,4,5,FALSE,,,
1000,44:08.1,WhatsApp,Social,1.76,2,4,FALSE,,,
1067,27:49.8,Chrome,Utilities,0.4,5,5,FALSE,,,
1066,11:31.4,Slack,Productivity,24.03,3,6,TRUE,,,
1036,55:13.1,Microsoft Teams,Productivity,70.21,5,8,TRUE,,,
1037,38:54.8,Google Maps,Utilities,20.23,3,6,FALSE,,,
1038,22:36.5,YouTube,Entertainment,104.09,2,7,FALSE,329334,21230,5787
1054,06:18.1,Spotify,Entertainment,25.38,5,6,FALSE,,,
1006,49:59.8,Weather,Utilities,98.38,3,5,FALSE,,,
1034,33:41.5,Weather,Utilities,14.03,1,8,FALSE,,,
1067,17:23.1,WhatsApp,Social,115.62,0,5,FALSE,,,
1010,01:04.8,Google Docs,Productivity,18.83,0,3,TRUE,,,
1028,44:46.5,Slack,Productivity,4.67,1,4,TRUE,,,
1091,28:28.2,Twitch,Entertainment,0.73,2,5,FALSE,,,
1037,12:09.8,Camera,Utilities,84.58,2,6,FALSE,,,
1046,55:51.5,Facebook,Social,13.48,2,3,FALSE,,,
1065,39:33.2,Google Docs,Productivity,26.59,1,8,TRUE,,,
1016,23:14.9,Twitch,Entertainment,19.05,0,6,FALSE,,,
1016,06:56.5,Microsoft Teams,Productivity,24.89,2,4,TRUE,,,
1061,50:38.2,WhatsApp,Social,64.9,2,5,FALSE,,,
1035,34:19.9,Instagram,Social,29.11,1,6,FALSE,,,
1080,18:01.6,Microsoft Teams,Productivity,12.71,2,3,TRUE,,,
1080,01:43.2,Google Docs,Productivity,13.14,1,4,TRUE,,,
1036,45:24.9,Google Docs,Productivity,15.77,1,3,TRUE,,,
1048,29:06.6,Weather,Utilities,28.27,1,7,FALSE,,,
1038,12:48.3,Evernote,Productivity,86.53,2,5,TRUE,,,
1006,56:29.9,Google Docs,Productivity,10.97,2,7,TRUE,,,
1009,40:11.6,Microsoft Teams,Productivity,1.37,4,5,TRUE,,,
1099,23:53.3,Spotify,Entertainment,26.75,4,4,FALSE,,,
1073,07:34.9,Weather,Utilities,33.81,2,4,FALSE,,,
1021,51:16.6,Twitter,Social,40.08,3,7,FALSE,,,
1009,34:58.3,Snapchat,Social,3.75,0,4,FALSE,,,
1034,18:39.9,Gmail,Utilities,1.94,2,3,FALSE,,,
1022,02:21.6,Twitter,Social,36.58,1,3,FALSE,,,
1035,46:03.3,Google Docs,Productivity,15.2,1,3,TRUE,,,
1084,29:44.9,Slack,Productivity,23.53,6,5,TRUE,,,
1073,13:26.7,Google Maps,Utilities,50.97,1,7,FALSE,,,
1085,57:08.3,Gmail,Utilities,133.09,1,5,FALSE,,,
1080,40:50.0,Twitter,Social,18.63,4,3,FALSE,,,
1008,24:31.7,Google Maps,Utilities,10.45,2,5,FALSE,,,
1073,08:13.4,Snapchat,Social,46.14,1,8,FALSE,,,
1093,51:55.0,Microsoft Teams,Productivity,21.48,2,6,TRUE,,,
1075,35:36.7,Twitter,Social,35.75,3,9,FALSE,,,
1024,19:18.4,Camera,Utilities,45.54,1,5,FALSE,,,
1100,03:00.1,WhatsApp,Social,88.65,2,6,FALSE,,,
1051,46:41.7,Gmail,Utilities,15.36,0,4,FALSE,,,
1007,30:23.4,Weather,Utilities,17.22,3,5,FALSE,,,
1090,14:05.1,Gmail,Utilities,6.9,0,8,FALSE,,,
1064,57:46.8,Netflix,Entertainment,6.53,0,10,FALSE,,,
1001,41:28.4,Microsoft Teams,Productivity,40.75,2,3,TRUE,,,
1099,25:10.1,Gmail,Utilities,86.93,2,5,FALSE,,,
1088,08:51.8,Snapchat,Social,65.85,1,8,FALSE,,,
1091,52:33.5,Camera,Utilities,39.69,3,6,FALSE,,,
1005,36:15.1,Google Docs,Productivity,70.22,4,3,TRUE,,,
1036,19:56.8,WhatsApp,Social,20.34,2,4,FALSE,,,
1097,03:38.5,Weather,Utilities,12.75,2,6,FALSE,,,
1021,47:20.1,Snapchat,Social,10.58,2,8,FALSE,,,
1090,31:01.8,Twitch,Entertainment,2.61,5,5,FALSE,,,
1081,14:43.5,Facebook,Social,21.22,1,7,FALSE,,,
1099,58:25.2,Gmail,Utilities,7.25,4,8,FALSE,,,
1056,42:06.8,Google Docs,Productivity,21.36,2,3,TRUE,,,
1032,25:48.5,Google Docs,Productivity,32.69,1,5,TRUE,,,
1063,09:30.2,Notion,Productivity,4.3,1,5,TRUE,,,
1091,53:11.9,Slack,Productivity,10.17,2,4,TRUE,,,
1059,36:53.5,Facebook,Social,11.35,2,2,FALSE,,,
1026,20:35.2,Google Maps,Utilities,11.11,2,3,FALSE,,,
1015,04:16.9,YouTube,Entertainment,71.7,1,4,FALSE,218648,19866,1397
1076,47:58.6,YouTube,Entertainment,0.64,2,7,FALSE,154676,11615,1243
1092,31:40.2,Slack,Productivity,23.31,2,7,TRUE,,,
1014,15:21.9,Microsoft Teams,Productivity,15.22,,4,TRUE,,,
1078,59:03.6,Instagram,Social,24.1,2,3,FALSE,,,
1100,42:45.3,Gmail,Utilities,31.75,1,9,FALSE,,,
1077,26:26.9,Google Maps,Utilities,21.66,2,4,FALSE,,,
1012,10:08.6,Snapchat,Social,37.59,2,,FALSE,,,
1079,53:50.3,Netflix,Entertainment,3.23,2,2,FALSE,,,
1056,37:31.9,Google Maps,Utilities,21.67,1,6,FALSE,,,
1014,21:13.6,Instagram,Social,5.92,4,8,FALSE,,,
1044,04:55.3,Chrome,Utilities,18.79,3,3,FALSE,,,
1015,48:36.9,Facebook,Social,8.31,0,3,FALSE,,,
1066,32:18.6,Gmail,Utilities,54.89,1,4,FALSE,,,
1023,16:00.3,Evernote,Productivity,24.51,3,7,TRUE,,,
1079,59:41.9,Twitch,Entertainment,4.19,1,3,FALSE,,,
1022,43:23.7,Instagram,Social,16.68,,1,FALSE,,,
1060,27:05.3,TikTok,Entertainment,1.11,2,4,FALSE,,,
1056,10:47.0,Google Docs,Productivity,76.96,2,2,TRUE,,,
1086,54:28.7,Instagram,Social,15.6,2,8,FALSE,,,
1006,38:10.4,Gmail,Utilities,44.21,2,7,FALSE,,,
1042,21:52.0,Instagram,Social,29.46,3,8,FALSE,,,
1066,05:33.7,Twitter,Social,6.08,1,8,FALSE,,,
1005,49:15.4,Evernote,Productivity,50.26,0,7,TRUE,,,
1015,32:57.1,Twitter,Social,63.15,0,4,FALSE,,,
1042,16:38.7,Notion,Productivity,54.07,3,2,TRUE,,,
1011,00:20.4,WhatsApp,Social,38.14,2,3,FALSE,,,
1008,44:02.1,Gmail,Utilities,1.98,3,2,FALSE,,,
1073,27:43.8,Notion,Productivity,3.77,1,4,TRUE,,,
1065,11:25.4,Microsoft Teams,Productivity,46.15,2,5,TRUE,,,
1041,55:07.1,Evernote,Productivity,2.65,1,,TRUE,,,
1055,38:48.8,YouTube,Entertainment,12.8,2,8,FALSE,174801,16768,2581
1002,22:30.4,Microsoft Teams,Productivity,34.7,0,2,TRUE,,,
1003,06:12.1,Spotify,Entertainment,3.36,1,3,FALSE,,,
1068,49:53.8,YouTube,Entertainment,14.13,0,1,FALSE,233294,4668,2602
1012,33:35.5,Evernote,Productivity,31.68,1,4,TRUE,,,
1078,17:17.1,Twitter,Social,88.39,1,3,FALSE,,,
1034,00:58.8,Netflix,Entertainment,8.26,5,11,FALSE,,,
1013,44:40.5,WhatsApp,Social,84.42,1,6,FALSE,,,
1094,28:22.2,Facebook,Social,6.95,,4,FALSE,,,
1005,12:03.8,Spotify,Entertainment,61.47,1,1,FALSE,,,
1044,55:45.5,YouTube,Entertainment,73.77,4,4,FALSE,86256,1675,1042
1047,39:27.2,Twitter,Social,5.37,2,4,FALSE,,,
1027,23:08.9,Facebook,Social,48.78,3,5,FALSE,,,
1021,06:50.5,Google Docs,Productivity,10.84,1,5,TRUE,,,
1039,50:32.2,TikTok,Entertainment,11.76,1,3,FALSE,,,
1096,34:13.9,Evernote,Productivity,26.86,3,5,TRUE,,,
1044,17:55.6,Camera,Utilities,67.35,2,8,FALSE,,,
1099,01:37.2,Facebook,Social,64.89,1,3,FALSE,,,
1073,45:18.9,Notion,Productivity,5.37,2,3,TRUE,,,
1085,29:00.6,Snapchat,Social,9.01,0,4,FALSE,,,
1014,12:42.3,Instagram,Social,134.82,1,5,FALSE,,,
1006,56:23.9,Twitch,Entertainment,28.89,1,11,FALSE,,,
1094,40:05.6,Twitter,Social,18.55,3,10,FALSE,,,
1013,23:47.3,Evernote,Productivity,117.82,2,8,TRUE,,,
1001,07:28.9,Evernote,Productivity,95.04,2,8,TRUE,,,
1022,51:10.6,Facebook,Social,124.84,4,4,FALSE,,,
1007,34:52.3,Weather,Utilities,4.64,2,5,FALSE,,,
1038,18:33.9,Netflix,Entertainment,141.37,2,5,FALSE,,,
1014,02:15.6,Twitter,Social,20.02,2,1,FALSE,,,
1044,45:57.3,Facebook,Social,2.81,2,8,FALSE,,,
1005,29:38.9,Netflix,Entertainment,38.99,3,,FALSE,,,
1029,13:20.7,Instagram,Social,20.53,1,4,FALSE,,,
1013,57:02.3,TikTok,Entertainment,9.98,2,4,FALSE,,,
1014,40:44.0,Netflix,Entertainment,26.57,2,5,FALSE,,,
1016,24:25.7,Google Docs,Productivity,1.18,2,6,TRUE,,,
1022,08:07.4,Google Docs,Productivity,31.58,3,2,TRUE,,,
1087,51:49.0,Microsoft Teams,Productivity,31.47,4,3,TRUE,,,
1047,35:30.7,Google Docs,Productivity,26.74,2,5,TRUE,,,
1048,19:12.4,Weather,Utilities,4.08,0,5,FALSE,,,
1047,02:54.1,Twitch,Entertainment,30.22,2,2,FALSE,,,
1004,46:35.7,Snapchat,Social,15.95,3,2,FALSE,,,
1053,30:17.4,Gmail,Utilities,23.67,2,8,FALSE,,,
1053,13:59.1,Slack,Productivity,27.23,0,4,TRUE,,,
1072,57:40.8,Netflix,Entertainment,11.42,1,8,FALSE,,,
1034,41:22.4,Snapchat,Social,21.78,1,9,FALSE,,,
1038,25:04.1,Notion,Productivity,33.2,2,6,TRUE,,,
1088,08:45.8,Twitch,Entertainment,4.51,2,1,FALSE,,,
1086,52:27.4,Twitch,Entertainment,38.31,,2,FALSE,,,
1074,36:09.1,Google Maps,Utilities,53.35,2,3,FALSE,,,
1097,19:50.8,Google Docs,Productivity,48.4,1,5,TRUE,,,
1053,03:32.5,Facebook,Social,35.4,1,4,FALSE,,,
1012,47:14.1,Twitch,Entertainment,28.18,1,3,FALSE,,,
1014,30:55.8,Netflix,Entertainment,5.83,2,1,FALSE,,,
1046,14:37.5,YouTube,Entertainment,5.94,1,8,FALSE,461704,13667,3798
1086,58:19.2,Gmail,Utilities,108.1,1,5,FALSE,,,
1079,42:00.8,TikTok,Entertainment,10.89,1,7,FALSE,,,
1081,25:42.5,TikTok,Entertainment,27.09,4,3,FALSE,,,
1096,09:24.2,Evernote,Productivity,71.26,7,6,TRUE,,,
1058,53:05.9,Google Maps,Utilities,10.77,4,5,FALSE,,,
1036,36:47.5,Google Maps,Utilities,7.73,5,4,FALSE,,,
1059,20:29.2,Notion,Productivity,30.16,1,2,TRUE,,,
1026,04:10.9,Google Docs,Productivity,17.74,2,5,TRUE,,,
1000,47:52.6,Weather,Utilities,15.95,2,3,FALSE,,,
1072,31:34.2,Twitter,Social,2.96,3,7,FALSE,,,
1021,15:15.9,Slack,Productivity,55.61,1,3,TRUE,,,
1021,58:57.6,Snapchat,Social,56.89,2,1,FALSE,,,
1050,42:39.3,Gmail,Utilities,105.96,0,8,FALSE,,,
1058,26:20.9,Chrome,Utilities,103.32,3,5,FALSE,,,
1011,10:02.6,Facebook,Social,9.2,4,4,FALSE,,,
1025,53:44.3,TikTok,Entertainment,82.22,2,5,FALSE,,,
1047,37:25.9,Twitch,Entertainment,1.03,0,4,FALSE,,,
1033,21:07.6,Google Maps,Utilities,10.53,,1,FALSE,,,
1058,04:49.3,Facebook,Social,6.24,0,5,FALSE,,,
1039,48:30.9,Gmail,Utilities,24.86,2,11,FALSE,,,
1077,32:12.6,Netflix,Entertainment,35.91,2,2,FALSE,,,
1017,15:54.3,Evernote,Productivity,2.65,0,11,TRUE,,,
1029,59:35.9,Google Docs,Productivity,0.01,5,8,TRUE,,,
1083,43:17.7,Spotify,Entertainment,49.95,4,6,FALSE,,,
1082,26:59.3,WhatsApp,Social,14.68,3,6,FALSE,,,
1049,10:41.0,Microsoft Teams,Productivity,13.56,2,2,TRUE,,,
1057,54:22.7,Chrome,Utilities,22.7,2,8,FALSE,,,
1053,38:04.4,Camera,Utilities,27.9,0,3,FALSE,,,
1092,21:46.0,Gmail,Utilities,5.56,3,7,FALSE,,,
1098,05:27.7,Gmail,Utilities,31.11,4,4,FALSE,,,
1032,49:09.4,Weather,Utilities,18.92,2,6,FALSE,,,
1087,32:51.1,Netflix,Entertainment,23.33,1,0,FALSE,,,
1000,16:32.7,Notion,Productivity,2.78,2,2,TRUE,,,
1053,00:14.4,Notion,Productivity,24.17,1,2,TRUE,,,
1037,43:56.1,Evernote,Productivity,35.93,2,4,TRUE,,,
1097,27:37.8,Gmail,Utilities,26.13,2,8,FALSE,,,
1033,11:19.4,Twitch,Entertainment,37.71,3,5,FALSE,,,
1055,55:01.1,Google Docs,Productivity,4.37,3,5,TRUE,,,
1096,38:42.8,Chrome,Utilities,64.23,3,,FALSE,,,
1097,22:24.4,Facebook,Social,39.25,4,1,FALSE,,,
1003,06:06.1,Twitch,Entertainment,9.62,4,8,FALSE,,,
1001,49:47.8,WhatsApp,Social,90.06,1,9,FALSE,,,
1007,33:29.5,Camera,Utilities,8.73,4,4,FALSE,,,
1073,17:11.1,Twitter,Social,6.19,1,8,FALSE,,,
1048,00:52.8,Instagram,Social,25.58,1,5,FALSE,,,
1094,44:34.5,Microsoft Teams,Productivity,40.94,4,4,TRUE,,,
1046,28:16.2,Netflix,Entertainment,11.19,3,7,FALSE,,,
1091,11:57.8,Gmail,Utilities,9.75,3,2,FALSE,,,
1043,55:39.5,Netflix,Entertainment,,2,6,FALSE,,,
1092,39:21.2,YouTube,Entertainment,36.27,2,6,FALSE,212556,11846,952
